CHR	start	end	id	AMOVA	n_clusters
1	6555058	6557078	osa-miR159c	0.6556555762224944	3
1	39636151	39638170	osa-miR1846d-3p	0.2838669571902821	3
1	13159865	13161885	osa-miR1428a-3p	0	0
1	30477754	30479774	osa-miR399a	0.7319043176933565	3
1	11665852	11667872	osa-miR7695-3p	0.2643306287938391	3
1	22417344	22419367	osa-miR5146	0.04994037465524019	3
1	26822397	26824417	osa-miR319a-5p	0.7263926476540475	3
1	20315586	20317746	osa-MIR1436	0.21706873136611887	3
1	6562756	6564944	osa-MIR159d	0.5920840314310721	3
1	43207622	43209850	osa-MIR5076	0.0044005551102525835	3
1	39636065	39638180	osa-MIR1846d	0.26733110162515056	3
1	26249161	26251558	osa-MIR7692	0.18257181174373044	3
1	832970	834989	osa-miR531b	0	0
1	16372428	16374547	osa-MIR2121a	0.2609242128133889	3
1	4351437	4353631	osa-MIR5830	0.06963301382850969	3
1	6562766	6564786	osa-miR159d	0.5920515127450929	3
1	8728141	8730161	osa-miR169a	0.8249808499533829	3
1	43207632	43209653	osa-miR5076	0.005698471048432242	3
1	25325778	25327798	osa-miR5144-5p	0.4199354018533073	3
1	26249474	26251497	osa-miR7692-3p	0.18581473255456624	3
1	20315606	20317626	osa-miR1436	0.21747344949813044	3
1	37097081	37099230	osa-MIR2927	0.9039424544630564	3
1	9759708	9761898	osa-MIR159e	0.3380191159957202	3
1	25389434	25391454	osa-miR1428b	0.37944403790422326	3
1	17681123	17683143	osa-miR159a.2	0.7520818579488214	3
1	25016304	25018415	osa-MIR5815	0.6702193106188504	3
1	9759718	9761738	osa-miR159e	0.33801911722996697	3
1	19879143	19881235	osa-MIR439a	0.0011322066638967461	3
1	42922746	42924766	osa-miR172b	0.1329428531519014	3
1	22523221	22525240	osa-miR156a	0.15546527694235585	3
1	1214187	1216207	osa-miR159b	0.649808023816496	3
1	13087727	13089790	osa-MIR5802	0	0
1	42922736	42924973	osa-MIR172b	0.12755910535576523	3
1	8728104	8730276	osa-MIR169a	0.826314203716631	3
1	4665074	4667095	osa-miR156c-3p	0.6046472412827699	3
1	13087733	13089756	osa-miR5802	0	0
1	2316278	2318395	osa-MIR5494	0.24926634627745406	3
1	37097129	37099151	osa-miR2927	0.9039480534511676	3
1	29288440	29290459	osa-miR1435	0.6301061350467617	3
1	7188218	7190347	osa-MIR1426	0.5566783068284848	3
1	4665341	4667516	osa-MIR156b	0.6059219756031412	3
1	33946325	33948346	osa-miR812a	0.5131193376453683	3
2	10237953	10240146	osa-MIR5541	0	0
2	31204866	31206997	osa-MIR169e	0.8574144706365336	3
2	7674372	7676392	osa-miR399g	0.728799172191185	3
2	23900168	23902188	osa-miR827	0.5105235734318081	3
2	22839161	22841264	osa-MIR5514	0.6848042322543788	3
2	27335438	27337458	osa-miR168b	0.8558716783064472	3
2	6534928	6537127	osa-MIR2928	0	0
2	10888722	10890743	osa-miR814c	0.23694141177667163	3
2	18557461	18559481	osa-miR169f.1	0.3479718197497526	3
2	24119063	24121082	osa-miR156i	0.13548409600847555	3
2	34286873	34289013	osa-MIR396c	0.5425659342076671	3
2	1552154	1554240	osa-MIR168a	0.18918486965460404	3
2	17048859	17051224	osa-MIR5147	0.6143469930046019	3
2	17049374	17051394	osa-miR437	0.6455390291508025	3
2	34286881	34288901	osa-miR396c-3p	0.5425690885257732	3
2	1552162	1554185	osa-miR168a-3p	0.18918486991711725	3
2	7649769	7651789	osa-miR399i	0.5427275572413919	3
2	33142567	33144660	osa-MIR164d	0.8749929446119789	3
2	7795932	7797952	osa-miR5484	0	0
2	8520746	8523119	osa-MIR1863a	0.4083825479447071	3
2	3741483	3743503	osa-miR167e-5p	0.5802877503292847	3
2	4006190	4008302	osa-MIR818b	0.319794636660184	3
2	18973743	18975902	osa-MIR2873b	0.04817933446313174	3
2	32434184	32436204	osa-miR166h-3p	0.8749864155376433	3
2	35181622	35183703	osa-MIR418	0.3525800084381016	3
2	23767609	23769694	osa-MIR2106	0.3307097861672054	3
2	3510586	3512606	osa-miR160a-3p	0.4975181382588601	3
2	18894908	18897208	osa-MIR2879	0.05258961472636727	3
2	23604799	23606969	osa-MIR162a	0.4361816525816166	3
2	3741249	3743269	osa-miR167e-3p	0.5803353530795501	3
2	23767619	23769639	osa-miR2106	0.3307020635304389	3
2	16226884	16228903	osa-miR529a	0.7007402268009634	3
2	18894917	18896940	osa-miR2879	0.05905116747748848	3
2	35927879	35929900	osa-miR818c	0.1537652648183148	3
2	35181642	35183662	osa-miR418	0.35258000900458303	3
2	8521086	8523109	osa-miR1863a	0.4334752795236644	3
2	35142626	35144645	osa-miR172d-5p	0.4140669629743212	3
2	1552210	1554230	osa-miR168a-5p	0.18918486983395266	3
2	32434003	32436129	osa-MIR166k	0.8019676194887493	3
2	32434260	32436280	osa-miR166h-5p	0.862858725313725	3
2	34279509	34281528	osa-miR396a-3p	0.716901823807231	3
2	27335428	27337533	osa-MIR168b	0.8520417336803872	3
2	3510585	3512672	osa-MIR160a	0.49751814060967364	3
2	22858724	22860809	osa-MIR5496	0.45699098894003587	3
2	35635546	35637721	osa-MIR396f	0.004967616861358468	3
2	32434013	32436033	osa-miR166k-3p	0.8019676231646979	3
2	35635554	35637577	osa-miR396f-3p	0.0050642986486687126	3
2	3741241	3743513	osa-MIR167e	0.5880930576274577	3
2	33142630	33144650	osa-miR164d	0.8749929466589749	3
2	31204967	31206987	osa-miR169e	0.8574144706409157	3
2	4194665	4196765	osa-MIR2863b	0.48575081274898935	3
2	6535024	6537043	osa-miR2928	0	0
2	18557299	18559512	osa-MIR169f	0.34797013356551904	3
2	20297332	20299595	osa-MIR5495	0.41169496824212415	3
2	12449910	12452133	osa-MIR5179	-0.007788736178132076	3
2	16646775	16648914	osa-MIR6245	0.32670118634980116	3
2	22897044	22899300	osa-MIR5493	0.37687539032557127	3
2	19334011	19336032	osa-miR5544	0.5033451967081837	3
2	20297342	20299362	osa-miR5495	0.41169496824214546	3
2	26340222	26342243	osa-miR814b	0.48540645449617975	3
2	12449920	12451940	osa-miR5179	-0.007775470717727967	3
2	22839171	22841191	osa-miR5514	0.6851206346946698	3
2	2534020	2536161	osa-MIR1428c	0.0028382602107454584	3
2	4006278	4008299	osa-miR818b	0.31979463665679414	3
2	34286983	34289003	osa-miR396c-5p	0.542565929990827	3
2	35142537	35144666	osa-MIR172d	0.3930469070975451	3
2	4511884	4514012	osa-MIR156d	0.39187586789617984	3
2	35635693	35637714	osa-miR396f-5p	0.00496761685042297	3
2	27147154	27149263	osa-MIR394	0.9142203495820975	3
2	32840771	32842791	osa-miR396h	0.879037918492197	3
2	7649684	7651799	osa-MIR399i	0.5427275507892844	3
2	35142556	35144576	osa-miR172d-3p	0.3930469052374487	3
2	27147167	27149186	osa-miR394	0.8818559869826906	3
2	22858779	22860799	osa-miR5496	0.43352875148574327	3
2	10238116	10240136	osa-miR5541	0	0
2	3279781	3281898	osa-MIR397b	0.5237777451073252	3
2	20715174	20717280	osa-MIR1861c	0.14278715817004242	3
2	12275369	12277389	osa-miR817	0.34829339926645875	3
2	16646884	16648904	osa-miR6245	0.359488191845797	3
2	7674284	7676402	osa-MIR399g	0.728799172080121	3
2	32434097	32436117	osa-miR166k-5p	0.866275459889518	3
2	7663026	7665122	osa-MIR399b	0.5826292373054665	3
2	4194675	4196695	osa-miR2863b	0.4857508137017949	3
2	18973876	18975896	osa-miR2873b	0.04804996535708452	3
2	29868574	29870597	osa-miR2863c	0.7647221993077662	3
2	26129079	26131099	osa-miR166d-5p	0.5251898465339787	3
2	18557482	18559502	osa-miR169f.2	0.3479718195989361	3
2	35927738	35929913	osa-MIR818c	0.15349228241645732	3
2	7663036	7665056	osa-miR399b	0.5826292355776118	3
2	20715196	20717217	osa-miR1861c	0.012258248938197542	3
2	22897270	22899290	osa-miR5493	0.3725385036840314	3
2	5682378	5684465	osa-MIR5340	0.7442739637451378	3
2	29868493	29870606	osa-MIR2863c	0.7647217709243539	3
2	19333838	19336042	osa-MIR5544	0.5029329593533024	3
2	23604941	23606961	osa-miR162a	0.44053704417826345	3
2	7795922	7798213	osa-MIR5484	0	0
2	26129059	26131183	osa-MIR166d	0.49984000059581873	3
2	5682388	5684410	osa-miR5340	0.7442739637641882	3
2	29778638	29780709	osa-MIR2094	0.8459948512794712	3
2	3510649	3512669	osa-miR160a-5p	0.4975181364858983	3
2	34279384	34281537	osa-MIR396a	0.712423086331333	3
2	29778650	29780670	osa-miR2094-5p	0.8459950908063998	3
2	26340211	26342284	osa-MIR814b	0.48540952081415395	3
2	1935324	1937493	osa-MIR812b	0.1654213066140216	3
2	12275365	12277447	osa-MIR817	0.3470730881092511	3
2	10888672	10890754	osa-MIR814c	0.23694141088526002	3
2	17048866	17050886	osa-miR5147	0.6250235678012737	3
2	34279394	34281414	osa-miR396a-5p	0.7124230902133508	3
2	20714979	20717000	osa-miR1861b	0.06949374058828843	3
2	1935332	1937353	osa-miR812b	0.16668531306993004	3
2	2534117	2536137	osa-miR1428c	0.0019016628215622281	3
2	4511974	4513993	osa-miR156d	0.3918758678958329	3
2	14948073	14950328	osa-MIR1864	0.9443870820529653	3
2	20714962	20717079	osa-MIR1861b	0.07076932761143155	3
2	8714222	8716243	osa-miR2122	0.28756902711390164	3
2	14948079	14950102	osa-miR1864	0.943858709126069	3
2	24118995	24121084	osa-MIR156i	0.135484094954231	3
2	16226805	16228903	osa-MIR529a	0.7007387645756913	3
2	29778679	29780700	osa-miR2094-3p	0.8429982804387016	3
2	17049336	17051548	osa-MIR437	0.6455345690397655	3
2	3279868	3281888	osa-miR397b	0.5238379134389299	3
2	26129149	26131169	osa-miR166d-3p	0.49983999944059226	3
2	32434174	32436292	osa-MIR166h	0.8628587448630379	3
2	32840661	32842801	osa-MIR396h	0.8172365668594557	3
3	3346692	3348712	osa-miR167g	0.6664703129338834	3
3	25293953	25296097	osa-MIR166i	0.48114143063202247	3
3	30545928	30548090	osa-MIR167b	0.7394756244334775	3
3	27107339	27109459	osa-MIR2863a	0.9116575354581964	3
3	23398924	23400947	osa-miR1319b	0.8670006475591072	3
3	33129741	33131763	osa-miR167c-3p	0.5903027117511199	3
3	23597586	23599607	osa-miR2907a	0.7446444755592032	3
3	27107349	27109369	osa-miR2863a	0.9121561789503564	3
3	30026774	30028900	osa-MIR171f	0.8600271186778559	3
3	1666328	1668415	osa-MIR528	0.4587252455030573	3
3	23076356	23078376	osa-miR1428d	0.6746054007153715	3
3	1666330	1668350	osa-miR528-5p	0.45872655690275677	3
3	32454106	32456126	osa-miR160d-3p	0.8430099529524144	3
3	23075870	23077979	osa-MIR1428e	0.6911294122772443	3
3	13697311	13699408	osa-MIR439d	0.6769932235294362	3
3	30391841	30393861	osa-miR166j-5p	0.7940377621654915	3
3	18208546	18210565	osa-miR435	0.6345355819149231	3
3	32571995	32574015	osa-miR6248	0.7717370602585821	3
3	13197037	13199060	osa-miR5811	0.5059114034535569	3
3	23075880	23077901	osa-miR1428e-5p	0.7007693754772413	3
3	22973225	22975498	osa-MIR821a	0.06350955838819394	3
3	6509870	6511954	osa-MIR1866	0.780159777302552	3
3	764724	766860	osa-MIR166e	0.8454806823583618	3
3	35781429	35783449	osa-miR169r-5p	0.5668057304609159	3
3	22973239	22975262	osa-miR821a	0.019563823677813473	3
3	6509880	6511903	osa-miR1866-5p	0.7801597773026597	3
3	35884491	35886511	osa-miR5337b	0.24130514773766767	3
3	764735	766755	osa-miR166e-5p	0.845480630192417	3
3	3486788	3488912	osa-MIR166c	0.9252191601163577	3
3	30020449	30022596	osa-MIR443	0.8142693830063701	3
3	35781416	35783544	osa-MIR169r	0.5668057315344838	3
3	22087075	22089192	osa-MIR5485	0.5621222777707918	3
3	34007118	34009138	osa-miR5513	0.40656237969290054	3
3	1969487	1971605	osa-MIR171e	0.6475429261929336	3
3	30005944	30008059	osa-MIR5788	0.6804330537629315	3
3	9967955	9969978	osa-miR5148a	0.6704105540112023	3
3	33999704	34001727	osa-miR1865-3p	0.38988378404745005	3
3	1969499	1971519	osa-miR171e-5p	0.6480215630684021	3
3	34274140	34276230	osa-MIR390	0.7494449395110921	3
3	10541157	10543288	osa-MIR164e	0.5753558061160762	3
3	6509921	6511942	osa-miR1866-3p	0.7801597773023162	3
3	32453988	32456129	osa-MIR160d	0.8267536229441131	3
3	13697381	13699401	osa-miR439d	0.6748753459769321	3
3	6032231	6034401	osa-MIR812s	0.787844920807765	3
3	18922858	18925016	osa-MIR1882a	0.005079284135591192	3
3	32453995	32456015	osa-miR160d-5p	0.8267544739014366	3
3	34274156	34276175	osa-miR390-3p	0.7494449369306896	3
3	13590894	13592974	osa-MIR2905	0.23073886251728215	3
3	23075951	23077971	osa-miR1428e-3p	0.6911294123850744	3
3	6032241	6034264	osa-miR812s	0.7440909476036914	3
3	30026870	30028890	osa-miR171f-3p	0.8600271186785418	3
3	1234626	1236795	osa-MIR6256	0.76700260841295	3
3	29755516	29757891	osa-MIR5149	0.5900625448293638	3
3	35781501	35783521	osa-miR169r-3p	0.5668317404778935	3
3	1624448	1626470	osa-miR6246	-0.0013393473624537947	3
3	5229185	5231208	osa-miR812g	0.9268817187312801	3
3	26837891	26839977	osa-MIR5486	0.8786881660097468	3
3	30546053	30548073	osa-miR167b	0.7395666562598031	3
3	30020486	30022507	osa-miR443	0.7837044909301982	3
3	29755528	29757549	osa-miR5149	0.5724163719427543	3
3	22740618	22742797	osa-MIR2880	0.8842976201408165	3
3	26837901	26839921	osa-miR5486	0.8631430217280929	3
3	21190603	21192722	osa-MIR171i	0.710644880704446	3
3	25293967	25295987	osa-miR166i-5p	0.4811659245268482	3
3	34274192	34276212	osa-miR390-5p	0.7494449395060736	3
3	1163921	1166107	osa-MIR812h	0.7420408661668444	3
3	33129619	33131781	osa-MIR167c	0.5903005526620981	3
3	22740628	22742651	osa-miR2880	0.8798458508001729	3
3	7330671	7332690	osa-miR2866	0.10182335483372093	3
3	3486878	3488898	osa-miR166c-3p	0.9252191600637757	3
3	764831	766851	osa-miR166e-3p	0.8347166414579864	3
3	33129635	33131655	osa-miR167c-5p	0.590295773698061	3
3	21190690	21192710	osa-miR171i-3p	0.7106448811765993	3
3	1969575	1971595	osa-miR171e-3p	0.6566002623517289	3
3	10287528	10289615	osa-MIR5531	0.7201642265811073	3
3	23076268	23078391	osa-MIR1428d	0.6746054010010849	3
3	32505012	32507149	osa-MIR5497	0.7300590265972919	3
3	10287543	10289564	osa-miR5531	0.720164226581881	3
3	14093752	14095842	osa-MIR5077	0.848934031212513	3
3	1163964	1165987	osa-miR812h	0.7420665304177252	3
3	32505022	32507042	osa-miR5497	0.7300679622301237	3
3	35884481	35886724	osa-MIR5337b	0.24130273182351336	3
3	18208450	18210581	osa-MIR435	0.634533934468659	3
3	743619	745700	osa-MIR6249a	0.8846804072186017	3
3	14093764	14095782	osa-miR5077	0.8521399963051943	3
3	1624438	1626521	osa-MIR6246	-0.0014640150600724005	3
3	33999594	34001737	osa-MIR1865	0.40301753339360546	3
3	30005963	30007983	osa-miR5788	0.6827935858642283	3
3	1234636	1236657	osa-miR6256	0.8188955181277532	3
3	30026786	30028806	osa-miR171f-5p	0.8600279891171588	3
3	13590904	13592924	osa-miR2905	0.23073886251712455	3
3	21190610	21192630	osa-miR171i-5p	0.7106448767396903	3
3	10541167	10543187	osa-miR164e	0.5790094879827522	3
3	5229013	5231254	osa-MIR812g	0.9128234682718976	3
3	3346682	3348763	osa-MIR167g	0.6728175191792367	3
3	18922970	18924993	osa-miR1882a	0.005077105625937788	3
3	34007003	34009148	osa-MIR5513	0.40656586532497524	3
3	30391798	30393818	osa-miR166j-3p	0.7937678469382109	3
3	1666395	1668415	osa-miR528-3p	0.4587252476552252	3
3	30391782	30393881	osa-MIR166j	0.7937666046292827	3
3	32571985	32574087	osa-MIR6248	0.7615680774077285	3
3	3486799	3488818	osa-miR166c-5p	0.9252215564417114	3
3	23398893	23401011	osa-MIR1319b	0.8670006358707473	3
3	23597551	23599615	osa-MIR2907a	0.7446437251892487	3
3	13196994	13199070	osa-MIR5811	0.5057638214044002	3
3	7330600	7332700	osa-MIR2866	0.10182335627912191	3
3	9967953	9970028	osa-MIR5148a	0.683209765762717	3
3	25294067	25296087	osa-miR166i-3p	0.48617020533768274	3
3	33999604	34001627	osa-miR1865-5p	0.41059791353024055	3
3	743670	745690	osa-miR6249a	0.8846804072186019	3
3	22087162	22089182	osa-miR5485	0.5621449986033622	3
4	9952000	9954021	osa-miR5813	0.6947005388662111	3
4	23646976	23648997	osa-miR5532	0	0
4	17243138	17245261	osa-MIR5515	0	0
4	21646689	21648864	osa-MIR2118d	0.08896480427709692	3
4	28872196	28874216	osa-miR399j	0.5769788391711322	3
4	22223878	22225898	osa-miR1849	0.31722265591273446	3
4	31803912	31805999	osa-MIR395e	0.12628698912327604	3
4	17568172	17570192	osa-miR5487	0.19817420799119603	3
4	24405002	24407022	osa-miR162b	0.3572722648908872	3
4	18204684	18206705	osa-miR5523	0.4358216420271605	3
4	18204674	18206757	osa-MIR5523	0.43582164203185353	3
4	28584208	28586568	osa-MIR2877	0.796673812134012	3
4	31803922	31805942	osa-miR395e	0.12016526105689807	3
4	34435971	34437994	osa-miR396e-3p	0.9221232100844876	3
4	32621998	32624018	osa-miR395s	0.22337700188660634	3
4	30081047	30083067	osa-miR5827	0.5943054696860256	3
4	13242648	13244671	osa-miR812f	0.01809628910628546	3
4	32621572	32623592	osa-miR395p	0.2218883297119999	3
4	32622127	32624147	osa-miR395x	0.22338707742250544	3
4	31712541	31714561	osa-miR171c-5p	0.14891181783712304	3
4	28836880	28839245	osa-MIR5501	0.6705391030116407	3
4	31804193	31806281	osa-MIR395c	0.19464718007032278	3
4	32621858	32623878	osa-miR395r	0.22520046655835724	3
4	21644323	21646344	osa-miR2118b	0.09058234430319682	3
4	21657892	21659913	osa-miR2118m	0.07428421473668223	3
4	30080902	30083077	osa-MIR5827	0.5943055299378718	3
4	17240811	17242831	osa-miR5499	0	0
4	15882024	15884161	osa-MIR529b	0.44992608414993834	3
4	21646428	21648604	osa-MIR2118e	0.08733084305692797	3
4	30711338	30713449	osa-MIR169c	0.5295041419915245	3
4	31804203	31806223	osa-miR395c	0.20072085945222914	3
4	25025327	25027430	osa-MIR156e	0.7414740829856583	3
4	11829808	11831828	osa-miR5498	0.41343286672893226	3
4	32796727	32798747	osa-miR5542	0.5809350745870805	3
4	18385976	18388112	osa-MIR5512a	0.0070635131560812916	3
4	15882042	15884062	osa-miR529b	0.40921740843346555	3
4	18385979	18388110	osa-MIR5512b	0.007063513156078103	3
4	17455166	17457274	osa-MIR416	0	0
4	16416319	16418339	osa-miR5543	0.11629293129233034	3
4	21646727	21648748	osa-miR2118d	0.08613562658509814	3
4	19714117	19716252	osa-MIR1423	0.1747374612372847	3
4	34968161	34970299	osa-MIR818d	0.7817872002330966	3
4	8302665	8304684	osa-miR530-5p	0.61528905789899	3
4	21643852	21645989	osa-MIR1869	0.09052857201858655	3
4	31712482	31714502	osa-miR171c-3p	0.14909217664990826	3
4	21660494	21662672	osa-MIR2118n	0.0906371031554755	3
4	30319186	30321206	osa-miR396d	0.31781892756778	3
4	16881396	16883419	osa-miR2121b	0.5361723340612319	3
4	21643862	21645885	osa-miR1869	0.09073350917036777	3
4	8339799	8341939	osa-MIR2871b	0.561867096840863	3
4	31804504	31806524	osa-miR395a	0.18450011797825255	3
4	19714137	19716160	osa-miR1423-5p	0.17739572048366317	3
4	21653594	21655764	osa-MIR2118j	0.013822220303454286	3
4	16881244	16883420	osa-MIR2121b	0.5592236771538315	3
4	28837215	28839235	osa-miR5501	0.6532521019847638	3
4	30230544	30232567	osa-miR5803	0.3476761534163433	3
4	32621243	32623308	osa-MIR395n	0.20675650504250778	3
4	32621668	32623735	osa-MIR395q	0.22520046657767664	3
4	27730022	27732109	osa-MIR5500	0.7512171159237305	3
4	21649553	21651574	osa-miR2118f	0.07827473388504155	3
4	34930876	34933007	osa-MIR393b	0.6140034151717836	3
4	21649514	21651682	osa-MIR2118f	0.0782747339134711	3
4	14652011	14654138	osa-MIR5511	0	0
4	21660272	21662426	osa-MIR2118o	0.08202789386257818	3
4	30285459	30287540	osa-MIR6249b	0.3667380351520487	3
4	21660532	21662553	osa-miR2118n	0.09064162776650815	3
4	34968181	34970202	osa-miR818d	0.7747275546339331	3
4	18130807	18132869	osa-MIR1848	0	0
4	21646968	21648989	osa-miR2118c	0.09680649444191365	3
4	25025402	25027421	osa-miR156e	0.7414737461100145	3
4	30711419	30713439	osa-miR169c	0.5295050848916267	3
4	31803774	31805855	osa-MIR395f	0.18775442151197544	3
4	21646463	21648484	osa-miR2118e	0.08797279494473655	3
4	18130817	18132837	osa-miR1848	0	0
4	21653635	21655656	osa-miR2118j	0.013807865679582986	3
4	6535556	6537647	osa-MIR1861e	0.4868244736059699	3
4	31803781	31805801	osa-miR395f	0.18775805049560637	3
4	23646854	23649007	osa-MIR5532	0	0
4	13242503	13244681	osa-MIR812f	0.018096289165769847	3
4	21655944	21658120	osa-MIR2118k	0.06644644873430826	3
4	21660299	21662320	osa-miR2118o	0.08449246806467098	3
4	17240717	17242841	osa-MIR5499	0	0
4	19714448	19716616	osa-MIR1868	0.10368842139369662	3
4	2760849	2762869	osa-miR5533	0	0
4	32621715	32623735	osa-miR395q	0.2252004664989538	3
4	17455252	17457272	osa-miR416	0	0
4	21649301	21651460	osa-MIR2118g	0.0671217345928718	3
4	31804055	31806142	osa-MIR395d	0.15597175019621096	3
4	18385989	18388009	osa-miR5512b	0.007063512924637131	3
4	21655708	21657884	osa-MIR2118l	0.07042945534678088	3
4	27730077	27732098	osa-miR5500	0.7512171359502131	3
4	18469790	18471868	osa-MIR5150	0.7117539310973856	3
4	32621381	32623449	osa-MIR395o	0.22147348298250688	3
